geneid;symbol;diseaseid;disease_name;score;association_type;original_source;sentence;pmid;pmid_year
3092;HIP1;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;;;
5896;RAG1;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
3732;CD82;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;;;
3557;IL1RN;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"<span class=""gene"" id=""16106254-0-0-33"">Interleukin-1 receptor antagonist</span> haplotype associated with <span class=""disease"" id=""16106254-0-60-75"">prostate cancer</span> risk.";16106254;2005
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Therapeutic;CTD_human;"<span class=""gene"" id=""23704919-0-0-17"">Androgen receptor</span> promotes ligand-independent <span class=""disease"" id=""23704919-0-46-61"">prostate cancer</span> progression through c-Myc upregulation.";23704919;2013
8743;TNFSF10;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"We have previously shown that <span class=""disease"" id=""17718901-1-30-45"">prostate cancer</span> LNCaP cells are resistant to <span class=""gene"" id=""17718901-1-75-80"">TRAIL</span>, and downregulation of PI-3K/Akt pathway by molecular and pharmacological means sensitizes cells to undergo apoptosis by <span class=""gene"" id=""17718901-1-202-207"">TRAIL</span> and curcumin.";17718901;2011
6790;AURKA;C0376358;Malignant neoplasm of prostate;0,39;Biomarker;CTD_human;"The single-nucleotide polymorphism T91A (Phe31Ile) has been implicated in <span class=""gene"" id=""17898866-2-74-79"">AURKA</span> overexpression and has been suggested as a low-penetrance susceptibility allele in multiple human cancers, including <span class=""disease"" id=""17898866-2-197-212"">prostate cancer</span>.";17898866;2007
2952;GSTT1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Genetic polymorphisms in cytochrome P450 (CYP) 1A1, CYP1A2, CYP2E1, glutathione S-transferase (GST) M1 and <span class=""gene"" id=""11275366-0-107-112"">GSTT1</span> and susceptibility to <span class=""disease"" id=""11275366-0-135-150"">prostate cancer</span> in the Japanese population.";11275366;2001
5743;PTGS2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"These data suggest that variation of the <span class=""gene"" id=""14754878-13-41-46"">COX-2</span> promoter may influence the risk and development of <span class=""disease"" id=""14754878-13-98-113"">prostate cancer</span>.";14754878;2004
8202;NCOA3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Together, our data indicate that the CAG/CAA repeat length in the <span class=""gene"" id=""11927493-9-66-70"">AIB1</span>/<span class=""gene"" id=""11927493-9-71-76"">SRC-3</span> gene may be associated with <span class=""disease"" id=""11927493-9-105-120"">prostate cancer</span> risk in Chinese men and that the combination of CAG/CAA repeat lengths in both the <span class=""gene"" id=""11927493-9-204-208"">AIB1</span>/<span class=""gene"" id=""11927493-9-209-214"">SRC-3</span> and AR genes may provide a useful marker for clinically significant <span class=""disease"" id=""11927493-9-283-298"">prostate cancer</span>.";11927493;2002
51651;PTRH2;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Global analysis of differentially expressed genes in androgen-independent prostate cancer.;17199135;2007
114609;TIRAP;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The interaction of four genes in the inflammation pathway significantly predicts prostate cancer risk.;16284379;2006
9080;CLDN9;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
3486;IGFBP3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Genetic polymorphisms in IGF-I and <span class=""gene"" id=""24586243-0-35-42"">IGFBP-3</span> are associated with <span class=""disease"" id=""24586243-0-63-78"">prostate cancer</span> in the Chinese population.";24586243;2015
8743;TNFSF10;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"These properties of resveratrol strongly suggest that it could be used either alone or in combination with <span class=""gene"" id=""17636462-10-107-112"">TRAIL</span> for the prevention and/or treatment of <span class=""disease"" id=""17636462-10-152-167"">prostate cancer</span>.";17636462;2008
8743;TNFSF10;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"Resveratrol either alone or in combination with <span class=""gene"" id=""17718901-8-48-53"">TRAIL</span> or Smac can be used for the prevention and/or treatment of human <span class=""disease"" id=""17718901-8-119-134"">prostate cancer</span>.";17718901;2011
857;CAV1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Association of a <span class=""gene"" id=""15948133-0-17-22"">CAV-1</span> haplotype to familial aggressive <span class=""disease"" id=""15948133-0-56-71"">prostate cancer</span>.";15948133;2005
5420;PODXL;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"These results implicate <span class=""gene"" id=""16434482-9-24-29"">PODXL</span> as a candidate <span class=""disease"" id=""16434482-9-45-60"">prostate cancer</span> tumor aggressiveness gene mapping to chromosome 7q32-q33.";16434482;2006
2264;FGFR4;C0376358;Malignant neoplasm of prostate;0,6;GeneticVariation;UNIPROT;"Our findings indicate that increased receptor stability and sustained FGFR-4 signaling occur in most human <span class=""disease"" id=""18670643-6-107-123"">prostate cancers</span> due to either the presence of a common genetic polymorphism or the expression of a protein that stabilizes <span class=""gene"" id=""18670643-6-231-237"">FGFR-4</span>.";18670643;2008
9611;NCOR1;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
1410;CRYAB;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Global analysis of differentially expressed genes in androgen-independent prostate cancer.;17199135;2007
572;BAD;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;Bad expression influences time to androgen escape in prostate cancer.;17542986;2007
2078;ERG;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Defining the molecular action of HDAC inhibitors and synergism with androgen deprivation in <span class=""gene"" id=""18798265-0-92-95"">ERG</span>-positive <span class=""disease"" id=""18798265-0-105-120"">prostate cancer</span>.";18798265;2009
5728;PTEN;C0376358;Malignant neoplasm of prostate;0,8;GeneticVariation;UNIPROT;"In preliminary screens, mutations of <span class=""gene"" id=""9072974-2-37-41"">PTEN</span> were detected in 31% (13/42) of glioblastoma cell lines and xenografts, 100% (4/4) of <span class=""disease"" id=""9072974-2-128-143"">prostate cancer</span> cell lines, 6% (4/65) of breast cancer cell lines and xenografts, and 17% (3/18) of primary glioblastomas.";9072974;1997
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Functional variant of manganese superoxide dismutase (<span class=""gene"" id=""17646272-0-54-58"">SOD2</span> V16A) polymorphism is associated with <span class=""disease"" id=""17646272-0-97-112"">prostate cancer</span> risk in the prostate, lung, colorectal, and ovarian cancer study.";17646272;2007
1474;CST6;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"<span class=""gene"" id=""19503093-6-0-4"">CST6</span> overexpression in human <span class=""disease"" id=""19503093-6-29-44"">prostate cancer</span> cells significantly reduced in vitro cell proliferation and matrigel invasion.";19503093;2009
2938;GSTA1;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;"Human <span class=""gene"" id=""15616829-0-6-34"">glutathione S-transferase A1</span>, T1, M1, and P1 polymorphisms and susceptibility to <span class=""disease"" id=""15616829-0-87-102"">prostate cancer</span> in the Japanese population.";15616829;2005
4968;OGG1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"A significant association was found between <span class=""gene"" id=""14634453-6-44-49"">hOGG1</span> genotypes and <span class=""disease"" id=""14634453-6-64-79"">prostate cancer</span> with a dose effect relationship (trend test p &lt;0.003).";14634453;2004
7874;USP7;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
1543;CYP1A1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"The frequency of valine (Val)/valine (Val) genotypes for <span class=""gene"" id=""11275366-2-57-63"">CYP1A1</span> was 11.3% in cases compared with 5.5% in controls, this polymorphism thus being associated with a significantly increased risk of <span class=""disease"" id=""11275366-2-194-197"">PCa</span> (odds ratio=2.4, 95% confidence interval (CI)=1.01-5.57).";11275366;2001
57646;USP28;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
54894;RNF43;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
4152;MBD1;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
7514;XPO1;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"We evaluated the association of <span class=""disease"" id=""17646272-2-32-47"">prostate cancer</span> with genetic polymorphisms in SOD1 (CuZn-SOD; IVS3-251A&gt;G), <span class=""gene"" id=""17646272-2-108-112"">SOD2</span> [<span class=""gene"" id=""17646272-2-114-119"">MnSOD</span>; Ex2+24T&gt;C (V16A)], and SOD3 (EC-SOD; IVS1+186C&gt;T, Ex3-631C&gt;G, Ex3-516C&gt;T, and Ex3-489C&gt;T), the three main isoforms of SOD.";17646272;2007
1012;CDH13;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Multiple loci identified in a genome-wide association study of prostate cancer.;18264096;2008
5174;PDZK1;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
7480;WNT10B;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;DNA methylome changes by estradiol benzoate and bisphenol A links early-life environmental exposures to prostate cancer risk.;27415467;2017
6716;SRD5A2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Controversy exists over the significance of associations between the <span class=""gene"" id=""17136762-1-69-75"">SRD5A2</span> (5alpha-reductase type 2) polymorphisms, A49T and V89L, and risk of <span class=""disease"" id=""17136762-1-144-159"">prostate cancer</span>.";17136762;2007
135112;NCOA7;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Sequencing of prostate cancers identifies new cancer genes, routes of progression and drug targets.;29662167;2018
7352;UCP3;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The Interaction between Pesticide Use and Genetic Variants Involved in Lipid Metabolism on Prostate Cancer Risk.;22919386;2012
2346;FOLH1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"LNCaP <span class=""disease"" id=""18247401-5-6-21"">prostate cancer</span> cells were treated with 1,25-VD, followed by analysis of cell surface <span class=""gene"" id=""18247401-5-92-96"">PSMA</span> expression.";18247401;2008
10;NAT2;C0376358;Malignant neoplasm of prostate;0,38;Biomarker;CTD_human;"This study was conducted to examine; (1) whether the <span class=""gene"" id=""16083506-2-53-74"">N-acetyltransferase 2</span> (<span class=""gene"" id=""16083506-2-76-80"">NAT2</span>) genotype is a risk factor for <span class=""disease"" id=""16083506-2-112-127"">prostate cancer</span>, (2) to study effect of <span class=""gene"" id=""16083506-2-152-156"">NAT2</span> genotype on modifying <span class=""disease"" id=""16083506-2-179-194"">prostate cancer</span> risk from tobacco use.";16083506;2006
367;AR;C0376358;Malignant neoplasm of prostate;0,7;GeneticVariation;UNIPROT;"T can nevertheless acquire DHT-like activity through an <span class=""gene"" id=""17591767-6-56-58"">AR</span> helix-10 H874Y <span class=""disease"" id=""17591767-6-74-89"">prostate cancer</span> mutation.";17591767;2007
10645;CAMKK2;C0376358;Malignant neoplasm of prostate;0,37;Biomarker;CTD_human;Akt activation by Ca<sup>2+</sup>/calmodulin-dependent protein kinase kinase 2 (CaMKK2) in ovarian cancer cells.;28634229;2017
6885;MAP3K7;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;Global analysis of differentially expressed genes in androgen-independent prostate cancer.;17199135;2007
23244;PDS5A;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
3558;IL2;C0376358;Malignant neoplasm of prostate;0,36;Biomarker;CTD_human;"However, no significant statistical difference was found between the polymorphism of the <span class=""gene"" id=""17115417-7-89-93"">IL-2</span> gene and <span class=""disease"" id=""17115417-7-103-118"">prostate cancer</span> in survival analysis during a 5-year follow up period (log rank test; P = 0.19).";17115417;2007
10625;IVNS1ABP;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Microarray comparison of prostate tumor gene expression in African-American and Caucasian American males: a pilot project study.;19208208;2010
4023;LPL;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"Our results suggest that the <span class=""gene"" id=""15386377-8-29-32"">LPL</span> Ser447stop polymorphism is a common genetic modifier for the development of <span class=""disease"" id=""15386377-8-109-124"">prostate cancer</span>, particularly that of high-grade and/or high-stage, in a Japanese population.";15386377;2004
79807;GSTCD;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Xenobiotic-metabolizing gene variants, pesticide use, and the risk of prostate cancer.;21716162;2012
210;ALAD;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"Using a case-only study design, we assessed potential gene-environment (G × E) interactions between lifetime occupational Pb exposure and 11 tagSNPs within <span class=""gene"" id=""24500903-5-156-160"">ALAD</span> in black (N = 260) and white (N = 343) <span class=""disease"" id=""24500903-5-200-215"">prostate cancer</span> cases.";24500903;2014
79718;TBL1XR1;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;Sequencing of prostate cancers identifies new cancer genes, routes of progression and drug targets.;29662167;2018
5796;PTPRK;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
1647;GADD45A;C0376358;Malignant neoplasm of prostate;0,35;Biomarker;CTD_human;"Our results show that <span class=""gene"" id=""19190346-11-22-33"">GADD45alpha</span> is epigenetically repressed and is a potential target for treatment of <span class=""disease"" id=""19190346-11-105-120"">prostate cancer</span>.";19190346;2009
55819;RNF130;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
5074;PAWR;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Tumour-suppression activity of the proapoptotic regulator Par4.;15877079;2005
6091;ROBO1;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;Sequencing of prostate cancers identifies new cancer genes, routes of progression and drug targets.;29662167;2018
354;KLK3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Randomized Phase II study comparing paclitaxel and carboplatin versus mitoxantrone in patients with hormone-refractory prostate cancer.;16442593;2006
25818;KLK5;C0376358;Malignant neoplasm of prostate;0,35;Biomarker;CTD_human;"Human <span class=""gene"" id=""16517595-0-6-25"">tissue kallikrein 5</span> is a member of a proteolytic cascade pathway involved in seminal clot liquefaction and potentially in <span class=""disease"" id=""16517595-0-128-143"">prostate cancer</span> progression.";16517595;2006
2068;ERCC2;C0376358;Malignant neoplasm of prostate;0,38;Biomarker;CTD_human;"Those who had GIA or A/A at <span class=""gene"" id=""17695467-6-28-31"">XPD</span> codon 312 showed a 1.81-fold (95% confidence interval=1.21-2.69) increased risk of <span class=""disease"" id=""17695467-6-115-130"">prostate cancer</span> compared to those with GIG.";17695467;2007
1577;CYP3A5;C0376358;Malignant neoplasm of prostate;0,39;Biomarker;CTD_human;"The interaction of <span class=""gene"" id=""18306354-0-19-25"">CYP3A5</span> polymorphisms along the androgen metabolism pathway in <span class=""disease"" id=""18306354-0-81-96"">prostate cancer</span>.";18306354;2008
3569;IL6;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Overexpression of <span class=""gene"" id=""19240160-12-18-22"">IL-6</span> not only plays an important role in <span class=""disease"" id=""19240160-12-59-74"">prostate cancer</span> progression but also contributes to bicalutamide resistance.";19240160;2009
7100;TLR5;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The interaction of four genes in the inflammation pathway significantly predicts prostate cancer risk.;16284379;2006
27173;SLC39A1;C0376358;Malignant neoplasm of prostate;0,35;Biomarker;CTD_human;Microarray comparison of prostate tumor gene expression in African-American and Caucasian American males: a pilot project study.;19208208;2010
6038;RNASE4;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Statistically significant effect modification of both HCA (DiMeIQx) and darkly browned meat intake and <span class=""disease"" id=""22564066-8-103-106"">PCa</span> risk was observed for allelic variants of <span class=""gene"" id=""22564066-8-149-154"">MnSOD</span> (rs4880) (P(interaction): 0.02).";22564066;2012
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Therapeutic;CTD_human;Changing paradigms in management of metastatic Castration Resistant Prostate Cancer (mCRPC).;25062956;2015
2950;GSTP1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"We found that men with the CYP17/A1A1-A1A2 genotypes, <span class=""gene"" id=""15538743-5-54-59"">GSTP1</span>/IleVal genotype, PON192/QR and PON55/LM-MM genotypes had a significantly higher risk of <span class=""disease"" id=""15538743-5-148-151"">PCa</span> compared with the others genotypes.";15538743;2005
7153;TOP2A;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;"This is the first study to document low-level <span class=""gene"" id=""17363613-14-46-51"">TOP2A</span> amplification in <span class=""disease"" id=""17363613-14-69-84"">prostate cancer</span> and an association with reduced survival.";17363613;2007
3417;IDH1;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
5743;PTGS2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"This study supports the hypothesis that inflammation is involved in prostate carcinogenesis and that sequence variation within the <span class=""gene"" id=""16506214-10-131-136"">COX-2</span> gene influence the risk of <span class=""disease"" id=""16506214-10-164-179"">prostate cancer</span>.";16506214;2006
1571;CYP2E1;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"The results of this study indicate that DraI polymorphisms of the <span class=""gene"" id=""12771559-5-66-72"">CYP2E1</span> gene may be associated with a twofold increased risk for the development of <span class=""disease"" id=""12771559-5-149-152"">PCa</span>.";12771559;2004
23248;RPRD2;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Biomarker;CTD_human;"To investigate the hypothesis that <span class=""gene"" id=""11742035-3-35-37"">AR</span> gene aberrations are involved in CAB relapse, 11 locally recurrent <span class=""disease"" id=""11742035-3-105-108"">CaP</span> samples from patients treated with orchiectomy and bicalutamide were analyzed for copy number changes and DNA sequence alterations of the <span class=""gene"" id=""11742035-3-247-249"">AR</span> gene by fluorescence in situ hybridization and single-strand conformation polymorphism, respectively.";11742035;2002
2100;ESR2;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"Dietary intake of phytoestrogens, <span class=""gene"" id=""16921512-0-34-56"">estrogen receptor-beta</span> polymorphisms and the risk of <span class=""disease"" id=""16921512-0-87-102"">prostate cancer</span>.";16921512;2006
7048;TGFBR2;C0376358;Malignant neoplasm of prostate;0,58;Biomarker;CTD_human;"Methylation silencing of <span class=""gene"" id=""18381416-0-25-73"">transforming growth factor-beta receptor type II</span> in rat <span class=""disease"" id=""18381416-0-81-97"">prostate cancers</span>.";18381416;2008
5728;PTEN;C0376358;Malignant neoplasm of prostate;0,8;Biomarker;CTD_human;"Since these miRNAs target PTEN (<span class=""gene"" id=""21714127-6-32-62"">phosphatase and tensin homolog</span> deleted on chromosome 10), we performed Western blot to confirm up-regulation of PTEN in <span class=""disease"" id=""21714127-6-152-155"">PCa</span> cells.";21714127;2011
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"Statistically significant effect modification of both HCA (DiMeIQx) and darkly browned meat intake and <span class=""disease"" id=""22564066-8-103-106"">PCa</span> risk was observed for allelic variants of <span class=""gene"" id=""22564066-8-149-154"">MnSOD</span> (rs4880) (P(interaction): 0.02).";22564066;2012
2886;GRB7;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
51084;CRYL1;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;Identification of genes potentially involved in the acquisition of androgen-independent and metastatic tumor growth in an autochthonous genetically engineered mouse prostate cancer model.;17013881;2007
354;KLK3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;Differential regulation of clusterin and its isoforms by androgens in prostate cells.;17148459;2007
9420;CYP7B1;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;"This is the first report showing that <span class=""gene"" id=""17639508-9-38-44"">CYP7B1</span> is overexpressed in high-grade PIN and in <span class=""disease"" id=""17639508-9-87-102"">prostate cancer</span> and that local methylation of <span class=""gene"" id=""17639508-9-133-139"">CYP7B1</span> promoter region may have significant effect on gene transcription.";17639508;2007
2100;ESR2;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;Apigenin suppresses cancer cell growth through ERbeta.;17132221;2007
6648;SOD2;C0376358;Malignant neoplasm of prostate;0,4;Therapeutic;CTD_human;"The higher activity Ala variant at <span class=""gene"" id=""17646272-5-35-39"">SOD2</span> Ex2+24T&gt;C (V16A), which has been hypothesized to suppress prostate carcinogenesis, was associated with elevation of <span class=""disease"" id=""17646272-5-156-171"">prostate cancer</span> risk in Caucasians (Val/Ala versus Val/Val: OR, 1.17; 95% CI, 0.97-1.42; Ala/Ala versus Val/Val: OR, 1.28; 95% CI, 1.03-1.60; P(trend) = 0.03).";17646272;2007
367;AR;C0376358;Malignant neoplasm of prostate;0,7;Biomarker;CTD_human;"Common genetic alterations in <span class=""disease"" id=""22610119-3-30-45"">prostate cancer</span> include losses of NKX3.1 (8p21) and PTEN (10q23), gains of AR (the <span class=""gene"" id=""22610119-3-113-130"">androgen receptor</span> gene) and fusion of ETS family transcription factor genes with androgen-responsive promoters.";22610119;2012
25792;CIZ1;C0376358;Malignant neoplasm of prostate;0,3;Biomarker;CTD_human;The bromodomain protein BRD4 regulates the KEAP1/NRF2-dependent oxidative stress response.;24763052;2015
23635;SSBP2;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"Quantitative methylation-specific PCR results showed that the <span class=""gene"" id=""18559593-5-62-67"">SSBP2</span> promoter was hypermethylated in 54 of 88 (61.4%) primary <span class=""disease"" id=""18559593-5-125-141"">prostate cancers</span> versus 0 of 23 (0%) in benign prostatic hyperplasia using a cutoff value of 120.";18559593;2008
9968;MED12;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;"Exome sequencing identifies recurrent SPOP, FOXA1 and <span class=""gene"" id=""22610119-0-54-59"">MED12</span> mutations in <span class=""disease"" id=""22610119-0-73-88"">prostate cancer</span>.";22610119;2012
7157;TP53;C0376358;Malignant neoplasm of prostate;0,5;Biomarker;CTD_human;"In the comparison of genotype distributions of <span class=""gene"" id=""20875869-3-47-51"">TP53</span> codon 72 between cases and controls, the adjusted odds ratios for <span class=""disease"" id=""20875869-3-118-121"">PCa</span> associated with the Pro/Pro, Arg/Pro, and Arg/Arg genotypes were 1.00, 1.89 (95% CI = 1.20-2.97), and 2.01 (95% CI = 1.11-3.64), respectively; however, MDM2 SNP309 and C1797G did not show any significant difference between cases and controls.";20875869;2010
4353;MPO;C0376358;Malignant neoplasm of prostate;0,35;Biomarker;CTD_human;"Among men carrying the variant allele for thioredoxin reductase 2 (TXNRD2) rs4485648, microsomal epoxide hydrolase 1 (EPHX1) rs17309872, or <span class=""gene"" id=""21716162-6-140-155"">myeloperoxidase</span> (<span class=""gene"" id=""21716162-6-157-160"">MPO</span>) rs11079344, an increased <span class=""disease"" id=""21716162-6-187-202"">prostate cancer</span> risk was observed with high, compared with no, petroleum oil/petroleum distillate (OR=1.9, 95% CI: 1.1-3.2, P interaction=0.01; OR=2.1, 95% CI: 1.1-4.0, P interaction=0.01), or terbufos (OR=3.0, 95% CI: 1.5-6.0, P interaction=2.0×10(-3)) use, respectively.";21716162;2012
55840;EAF2;C0376358;Malignant neoplasm of prostate;0,34;Biomarker;CTD_human;Inhibition of 5alpha-reductase enhances testosterone-induced expression of U19/Eaf2 tumor suppressor during the regrowth of LNCaP xenograft tumor in nude mice.;20564326;2010
354;KLK3;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Genetic expression analysis revealed RNASEL (P = 0.007) was underexpressed in <span class=""disease"" id=""27318894-6-78-81"">PCa</span> tissue, whereas <span class=""gene"" id=""27318894-6-98-102"">KLK3</span> (P = 0.041) was overexpressed.";27318894;2016
5743;PTGS2;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"However, little is known about the role that sequence variation of the <span class=""gene"" id=""14754878-3-71-76"">COX-2</span> gene contributes to <span class=""disease"" id=""14754878-3-97-112"">prostate cancer</span>.";14754878;2004
6041;RNASEL;C0376358;Malignant neoplasm of prostate;0,5;Biomarker;CTD_human;"<span class=""gene"" id=""17020975-0-0-6"">RNASEL</span> gene polymorphisms and the risk of <span class=""disease"" id=""17020975-0-42-57"">prostate cancer</span>: a meta-analysis.";17020975;2006
54795;TRPM4;C0376358;Malignant neoplasm of prostate;0,32;Biomarker;CTD_human;The long tail of oncogenic drivers in prostate cancer.;29610475;2018
572;BAD;C0376358;Malignant neoplasm of prostate;0,31;Biomarker;CTD_human;"Analysis of the effect of <span class=""gene"" id=""19593445-5-26-29"">BAD</span> on <span class=""disease"" id=""19593445-5-33-48"">prostate cancer</span> xenografts has shown that increased <span class=""gene"" id=""19593445-5-85-88"">BAD</span> expression enhances tumor growth, while knockdown of <span class=""gene"" id=""19593445-5-142-145"">BAD</span> expression by shRNA inhibits tumor growth.";19593445;2009
2052;EPHX1;C0376358;Malignant neoplasm of prostate;0,33;Biomarker;CTD_human;"In conclusion, our study demonstrated that exon 3 of <span class=""gene"" id=""17919073-9-53-56"">mEH</span> and CYP1A1 T/C gene polymorphism are predisposing risk factors for susceptibility of sporadic <span class=""disease"" id=""17919073-9-151-154"">PCa</span> in northern India.";17919073;2008
4481;MSR1;C0376358;Malignant neoplasm of prostate;0,5;Biomarker;CTD_human;Systematic replication study of reported genetic associations in prostate cancer: Strong support for genetic variation in the androgen pathway.;16998812;2007
23600;AMACR;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;The Interaction between Pesticide Use and Genetic Variants Involved in Lipid Metabolism on Prostate Cancer Risk.;22919386;2012
672;BRCA1;C0376358;Malignant neoplasm of prostate;0,4;Biomarker;CTD_human;"Common variation in the <span class=""gene"" id=""17585057-0-24-29"">BRCA1</span> gene and <span class=""disease"" id=""17585057-0-39-54"">prostate cancer</span> risk.";17585057;2007
